Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
wood-egg shell,None,True,NFS,800,Orange,Brown,1x1,,Crafting,,All Year,False,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,True,Not for sale,CapHatEggforest0,12442,dRt2qDxRs35EkEoPP
wrestling mask,Red,False,1120,280,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeWrestling0,5368,dkzs77y5MAGaGYD6J
wrestling mask,Blue,False,1120,280,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeWrestling1,11829,GtdanqkhqvXwFfDuM
wrestling mask,Green,False,1120,280,Green,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeWrestling2,11830,i5GhcXXkWHgenBYAz
wrestling mask,Pink,False,1120,280,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeWrestling3,11831,Tdv8RPmzv4kmoZS3N
wrestling mask,Black,False,1120,280,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeWrestling4,11832,MJfPeiLwjdKRRAMuh
wrestling mask,Yellow,False,1120,280,Yellow,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,sporty; theatrical; work,Headgear_NoEarNoJaw,False,For sale,CapCostumeWrestling5,11833,qFHhMPcZHg8v3pha6
zap helmet,Pink,False,1600,400,Pink,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; theatrical; work,HeadFullFace,False,For sale,CapFullfaceHero0,5423,XFzN8mBnHyocBiPPB
zap helmet,Blue,False,1600,400,Blue,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; theatrical; work,HeadFullFace,False,For sale,CapFullfaceHero1,11800,jXuhstWBsfhdjA6xZ
zap helmet,Green,False,1600,400,Green,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; theatrical; work,HeadFullFace,False,For sale,CapFullfaceHero2,11801,P2PLffHrzFct8w3fq
zap helmet,Red,False,1600,400,Red,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; theatrical; work,HeadFullFace,False,For sale,CapFullfaceHero3,11802,4yKDqw7GEjCqk3Wue
zap helmet,Yellow,False,1600,400,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; theatrical; work,HeadFullFace,False,For sale,CapFullfaceHero4,11803,EdPZ9zQp885JvNb5d
zap helmet,Black,False,1600,400,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; theatrical; work,HeadFullFace,False,For sale,CapFullfaceHero5,11804,QSo84QtPf2Eu2DREQ
zap helmet,Silver,False,1600,400,Gray,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; theatrical; work,HeadFullFace,False,For sale,CapFullfaceHero6,11805,7unEQcZkgiQdq7gGS
zap helmet,White,False,1600,400,White,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Active,fairy tale; theatrical; work,HeadFullFace,False,For sale,CapFullfaceHero7,11806,6gW3vjAKFNTdKto8t
zen hair clip,Red,False,4300,1075,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party,HeadHairOrnament_Left,True,For sale,CapOrnamentLTsumamizaiku0,8610,6uuujwuHdzMm9ttkc
zen hair clip,Aqua,False,4300,1075,Light blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party,HeadHairOrnament_Left,True,For sale,CapOrnamentLTsumamizaiku1,9753,NXBG3mwrurq4MrdHh
zen hair clip,Dark blue,False,4300,1075,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party,HeadHairOrnament_Left,True,For sale,CapOrnamentLTsumamizaiku2,9754,Xq8heq47Gnf29twia
zen hair clip,Golden yellow,False,4300,1075,Orange,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party,HeadHairOrnament_Left,True,For sale,CapOrnamentLTsumamizaiku3,9755,xHE27uf8BE7agxqmq
zen hair clip,Purple,False,4300,1075,Purple,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party,HeadHairOrnament_Left,True,For sale,CapOrnamentLTsumamizaiku4,9756,fi5XGqJDLHNR3Mphw
zen hair clip,Pink,False,4300,1075,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,True,1.0.0,Cute,formal; party,HeadHairOrnament_Left,True,For sale,CapOrnamentLTsumamizaiku5,9757,qpgAxNh3vFtBFBBTS
zen hair clip,Green,False,4300,1075,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party,HeadHairOrnament_Left,True,For sale,CapOrnamentLTsumamizaiku6,9758,ugwn64vSZgP9AhePJ
zen hair clip,Sky blue,False,4300,1075,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,False,1.0.0,Cute,formal; party,HeadHairOrnament_Left,True,For sale,CapOrnamentLTsumamizaiku7,9759,uaDNGEcundJnPA63c
